DateTime	RespValue
11:08:42.683	1.7
11:08:42.696	4.8
11:08:42.704	2.0
11:08:42.716	3.4
11:08:42.728	4.0
11:08:42.740	1.1
11:08:42.749	4.3
11:08:42.761	4.4
11:08:42.773	7.3
11:08:42.781	7.2
11:08:42.794	6.7
11:08:42.806	4.4
11:08:42.814	4.7
11:08:42.826	3.4
11:08:42.839	3.4
11:08:42.847	5.0
11:08:42.859	1.3
11:08:42.871	5.0
11:08:42.880	0.9
11:08:42.892	3.9
11:08:42.904	5.5
11:08:42.917	4.5
11:08:42.925	4.0
11:08:42.937	5.1
11:08:42.949	8.1
11:08:42.957	7.1
11:08:42.970	8.6
11:08:42.982	5.4
11:08:42.990	4.6
11:08:43.003	1.5
11:08:43.015	3.8
11:08:43.027	3.0
11:08:43.035	3.2
11:08:43.048	3.6
11:08:43.060	1.1
11:08:43.068	0.9
11:08:43.080	0.5
11:08:43.093	2.2
11:08:43.101	3.8
11:08:43.113	6.4
11:08:43.125	3.7
11:08:43.134	5.7
11:08:43.146	8.8
11:08:43.158	7.5
11:08:43.171	6.1
11:08:43.179	4.1
11:08:43.191	5.0
11:08:43.203	3.4
11:08:43.212	5.7
11:08:43.224	4.1
11:08:43.236	3.2
11:08:43.244	5.4
11:08:43.256	1.2
11:08:43.269	0.3
11:08:43.277	-0.8
11:08:43.289	1.5
11:08:43.302	-0.1
11:08:43.310	2.8
11:08:43.322	-1.1
11:08:43.334	-0.6
11:08:43.347	1.1
11:08:43.355	-3.4
11:08:43.367	-4.2
11:08:43.379	-3.5
11:08:43.388	-4.2
11:08:43.400	-5.2
11:08:43.412	-3.6
11:08:43.424	-8.2
11:08:43.433	-4.2
11:08:43.445	-6.4
11:08:43.457	-7.6
11:08:43.465	-6.1
11:08:43.478	-3.4
11:08:43.490	-4.1
11:08:43.498	-2.1
11:08:43.510	2.5
11:08:43.523	1.6
11:08:43.531	7.5
11:08:43.543	3.8
11:08:43.555	5.5
11:08:43.564	5.2
11:08:43.576	6.3
11:08:43.588	4.7
11:08:43.601	5.5
11:08:43.609	9.4
11:08:43.621	5.8
11:08:43.633	10.0
11:08:43.641	5.5
11:08:43.654	7.8
11:08:43.666	9.4
11:08:43.679	11.8
11:08:43.687	12.2
11:08:43.699	13.3
11:08:43.711	13.1
11:08:43.720	7.4
11:08:43.732	10.3
11:08:43.744	6.4
11:08:43.752	3.9
11:08:43.765	4.7
11:08:43.777	3.6
11:08:43.785	4.0
11:08:43.797	1.8
11:08:43.810	3.7
11:08:43.818	3.7
11:08:43.830	7.2
11:08:43.842	2.9
11:08:43.855	1.1
11:08:43.863	2.3
11:08:43.875	-1.2
11:08:43.888	-0.5
11:08:43.900	-2.7
11:08:43.908	-2.5
11:08:43.920	-5.9
11:08:43.932	-4.5
11:08:43.941	-5.7
11:08:43.953	-4.8
11:08:43.965	-3.6
11:08:43.973	-1.0
11:08:43.986	3.3
11:08:43.998	0.0
11:08:44.010	2.4
11:08:44.019	1.2
11:08:44.031	0.9
11:08:44.043	-1.2
11:08:44.051	-3.2
11:08:44.064	-3.8
11:08:44.076	-5.0
11:08:44.084	-4.5
11:08:44.096	-8.1
11:08:44.109	-8.6
11:08:44.117	-13.6
11:08:44.129	-13.4
11:08:44.141	-10.8
11:08:44.153	-7.9
11:08:44.162	-7.8
11:08:44.174	-8.1
11:08:44.187	-8.7
11:08:44.195	-11.8
11:08:44.207	-14.3
11:08:44.219	-14.0
11:08:44.228	-12.7
11:08:44.240	-12.6
11:08:44.252	-11.1
11:08:44.260	-16.5
11:08:44.273	-16.9
11:08:44.285	-19.9
11:08:44.297	-17.3
11:08:44.306	-18.2
11:08:44.318	-17.7
11:08:44.330	-12.3
11:08:44.338	-11.9
11:08:44.351	-8.4
11:08:44.363	-14.5
11:08:44.371	-12.2
11:08:44.383	-12.1
11:08:44.396	-6.5
11:08:44.408	-5.5
11:08:44.416	-4.3
11:08:44.428	-0.1
11:08:44.441	-5.2
11:08:44.449	-5.8
11:08:44.461	-9.2
11:08:44.473	-5.9
11:08:44.482	-8.1
11:08:44.494	-6.5
11:08:44.506	-10.9
11:08:44.514	-12.9
11:08:44.527	-11.3
11:08:44.539	-14.5
11:08:44.547	-12.5
11:08:44.559	-12.5
11:08:44.572	-13.0
11:08:44.584	-14.1
11:08:44.592	-11.4
11:08:44.605	-13.1
11:08:44.617	-12.3
11:08:44.625	-10.3
11:08:44.637	-13.7
11:08:44.650	-16.4
11:08:44.662	-21.7
11:08:44.670	-22.8
11:08:44.682	-22.4
11:08:44.695	-21.9
11:08:44.703	-23.6
11:08:44.715	-25.1
11:08:44.728	-22.1
11:08:44.736	-27.1
11:08:44.748	-25.9
11:08:44.760	-24.4
11:08:44.769	-19.4
11:08:44.781	-19.0
11:08:44.793	-16.0
11:08:44.801	-18.7
11:08:44.814	-15.5
11:08:44.826	-14.3
11:08:44.838	-18.8
11:08:44.846	-17.2
11:08:44.859	-20.5
11:08:44.871	-20.8
11:08:44.879	-25.4
11:08:44.891	-25.2
11:08:44.904	-31.7
11:08:44.912	-29.6
11:08:44.924	-36.0
11:08:44.936	-36.1
11:08:44.949	-35.5
11:08:44.957	-38.0
11:08:44.969	-38.6
11:08:44.982	-38.9
11:08:44.990	-38.5
11:08:45.002	-41.2
11:08:45.014	-41.9
11:08:45.023	-44.6
11:08:45.035	-44.6
11:08:45.047	-42.5
11:08:45.055	-43.8
11:08:45.068	-46.3
11:08:45.080	-46.7
11:08:45.092	-45.8
11:08:45.100	-47.8
11:08:45.113	-43.1
11:08:45.125	-41.1
11:08:45.133	-41.5
11:08:45.145	-40.7
11:08:45.158	-43.7
11:08:45.166	-40.3
11:08:45.178	-38.2
11:08:45.190	-32.6
11:08:45.199	-34.6
11:08:45.211	-36.2
11:08:45.223	-41.0
11:08:45.231	-37.5
11:08:45.244	-36.8
11:08:45.256	-35.3
11:08:45.268	-37.6
11:08:45.276	-41.4
11:08:45.289	-42.1
11:08:45.301	-46.0
11:08:45.309	-47.2
11:08:45.321	-45.9
11:08:45.334	-44.5
11:08:45.346	-49.7
11:08:45.354	-46.7
11:08:45.366	-44.6
11:08:45.379	-44.3
11:08:45.387	-40.0
11:08:45.399	-39.4
11:08:45.412	-40.2
11:08:45.420	-39.3
11:08:45.432	-39.3
11:08:45.444	-40.9
11:08:45.452	-38.9
11:08:45.465	-39.5
11:08:45.477	-42.4
11:08:45.485	-39.0
11:08:45.498	-42.7
11:08:45.510	-43.3
11:08:45.522	-43.9
11:08:45.530	-44.8
11:08:45.542	-43.4
11:08:45.555	-39.7
11:08:45.563	-40.6
11:08:45.575	-44.0
11:08:45.588	-38.8
11:08:45.600	-43.1
11:08:45.608	-39.8
11:08:45.620	-40.5
11:08:45.633	-37.6
11:08:45.645	-37.7
11:08:45.653	-39.1
11:08:45.665	-41.8
11:08:45.678	-39.2
11:08:45.686	-37.2
11:08:45.698	-41.0
11:08:45.710	-36.0
11:08:45.719	-37.8
11:08:45.731	-36.5
11:08:45.743	-34.7
11:08:45.751	-32.7
11:08:45.764	-31.2
11:08:45.776	-27.9
11:08:45.784	-25.9
11:08:45.796	-25.8
11:08:45.809	-20.4
11:08:45.821	-23.6
11:08:45.829	-20.7
11:08:45.841	-18.2
11:08:45.854	-21.9
11:08:45.862	-20.9
11:08:45.874	-19.8
